Track,Album Name,Artist,Release Date,Spotify Playlist Count,Spotify Popularity,YouTube Views,Explicit Track
CUTE DEPRESSED,Cute Depressed - Single,Dyan Dxddy,2024-02-02,3729.0,77.0,36326774.0,1
Inolvidable,Inolvidable,Ovy On The Drums,2020-01-15,38487.0,65.0,515007268.0,0
Lioness,Lioness,Swedish House Mafia,2024-06-07,776.0,,144589.0,0
Zombie,Zombie,Bad Wolves,2018-01-19,77293.0,6.0,133338318.0,0
NI BIEN NI MAL,X 100PRE,Bad Bunny,2018-12-23,57617.0,61.0,457134135.0,1
MAï¿½ï¿½ANA SERï¿½ï¿,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-23,1297.0,66.0,53670834.0,0
My Heart Goes (La Di Da),Only Honest On The Weekend,Becky Hill,2021-08-20,57447.0,63.0,73752014.0,0
Candy Shop,Candy Shop,50 Cent,2005-01-01,219091.0,75.0,1230174677.0,1
ONLY,ONLY,LeeHi,2021-08-27,5034.0,71.0,154369917.0,0
Avalon,Avalon,$uicideboy$,2021-05-21,54797.0,65.0,49001959.0,1
Puro Campeï¿½,Puro Campeï¿½ï¿½n - Si,Grupo Marca Registrada,2022-10-14,20521.0,61.0,137834966.0,0
Esperï¿½ï¿½n,Esperï¿½ï¿½n,Manuel Turizo,2017-12-07,2597.0,59.0,982437656.0,0
Gas Pedal,Gas Pedal - The EP,Sage The Gemini,2013-03-19,5735.0,59.0,25539550.0,1
Landmines,Landmines,Sum 41,2023-09-27,6754.0,,6801971.0,1
Flowers,Flowers (Official Video),Miley Cyrus,2023-01-12,1.0,,,0
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,2023-04-28,19814.0,61.0,25626713.0,1
DANCE CRIP,DANCE CRIP,Trueno,2021-11-17,50642.0,61.0,186689501.0,1
stellar,stellar,.diedlonely,2023-06-23,6022.0,66.0,5698615.0,0
En Tu Perra Vida,En Tu Perra Vida,Grupo Firme,2021-05-12,24857.0,53.0,336327870.0,1
Malibu,Malibu,Miley Cyrus,2017-05-11,87422.0,68.0,541704571.0,0
Skin and Bones,Skin and Bones,David Kushner,2024-01-19,9185.0,,19123011.0,0
Shut up My Moms Calling - (Sped Up),Shut up My Moms Calling (Sped up),Hotel Ugly,2022-09-14,54042.0,75.0,,0
Spinnin,Spinnin,Connor Price,2022-10-21,49659.0,63.0,12484960.0,0
Baby Shark,Baby Shark & More Kids Songs,Super Simple Songs,2017-03-24,4005.0,55.0,1065036315.0,0
BARBIEZ,Pa las Baby's Y Belikeada,Fuerza Regida,2023-10-20,6289.0,,61433874.0,1
Coladin,Indï¿½ï¿½,Zï¿½ï¿½ Vaqu,2022-10-27,5563.0,62.0,220238857.0,0
"Coca Cola (From ""Luka Chuppi"")","Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,2019-02-04,8746.0,59.0,939513536.0,0
Los Botones Azules,Mi Vida En Un Cigarro 2,Junior H,2022-02-11,3576.0,70.0,144073017.0,0
All By Myself,All By Myself,Alok,2022-10-07,23576.0,68.0,8834684.0,0
Dj Balada Boa X Pika Pika Kawenimeri,Dj Balada Boa X Pika Pika Kawenimeri,DJ USUP,2022-03-02,285.0,7.0,,0
Joli bï¿½ï¿,Joli bï¿½ï¿,Naza,2020-09-11,35653.0,57.0,198494925.0,1
Time of Our Lives,Time of Our Lives,Pitbull,2014-11-17,203125.0,79.0,351633773.0,1
Blood // Water,Blood / / Water,grandson,2017-10-27,132079.0,68.0,218493561.0,0
Famous Hoes,Famous Hoes,NLE Choppa,2019-12-10,37176.0,54.0,114034780.0,1
AMOR PROPIO,AMOR PROPIO,Grupo Frontera,2023-10-19,3988.0,,72157125.0,0
Wreckage,Wreckage,Pearl Jam,2024-04-17,887.0,,663933.0,1
This Town,This Town,Niall Horan,2016-09-29,107486.0,74.0,174370096.0,0
Maybe Youï¿½ï¿½ï¿½re The P,Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,2022-04-28,24137.0,62.0,50640948.0,0
Lil Bit,Lil Bit,Nelly,2020-10-23,40989.0,61.0,47811498.0,1
Nenas,Nenas,Anni K,2022-11-25,5.0,10.0,312422708.0,0
Rainy Days,Layover,V,2023-08-11,10383.0,70.0,67113019.0,0
Disaster,Disaster - Single,KSLV Noh,2021-06-21,72424.0,65.0,54540038.0,0
Feelings,Feelings,Sumit Goswami,2020-07-07,438.0,54.0,698286046.0,0
Trouble With A Heartbreak,Trouble With A Heartbreak,Jason Aldean,2022-01-14,10962.0,4.0,29552269.0,0
Los Collares,Los Collares,Oscar Maydon,2022-09-30,23892.0,72.0,150888295.0,0
BLAQ ON BLAQ (feat. Luciano),BLAQ ON BLAQ (feat. Luciano),HoodBlaq,2024-05-30,1347.0,70.0,1247875.0,1
Memories (feat. Kid Cudi),VIVA Club Rotation (Vol. 46),Kid Cudi,2008-12-05,261469.0,63.0,589202937.0,0
It's That Time,It's That Time,Marlon Hoffstadt,2023-04-21,28087.0,62.0,3502786.0,0
Do Not Climb,Do Not Climb,Claps,2023-03-16,11.0,,250777729.0,0
Mï¿½ï¿½lanine (feat. Were,Mï¿½ï¿½la,Heuss L'enfoirï¿,2024-05-03,1528.0,71.0,7766177.0,1
Bakkal Amca,Bakkal Amca,Kukuli,2021-05-10,850.0,36.0,565493630.0,0
Martes 13,Martes 13 - Single,Luis R Conriquez,2024-05-17,967.0,,7124556.0,1
Jom ka du me tï¿½ï¿,Jom ka du me tï¿½ï¿,Dafina Zeqiri,2024-05-31,208.0,57.0,7023287.0,0
BellaBella,Bella Bella (feat. Scelo),Vanco,2017-02-23,12.0,1.0,1438604417.0,0
Long Journey,Nostalgia,Rod Wave,2023-09-15,6248.0,,16885737.0,1
Die A Happy Man,Die a Happy Man - Single,Thomas Rhett,2015-01-01,53548.0,66.0,281739663.0,0
Dah Dah DahDah,Who is Nardo Wick?? (Deluxe),Nardo Wick,2022-07-22,53038.0,63.0,35675859.0,1
Cab In A Solo,Cab In A Solo - Single,Scotty McCreery,2023-08-18,2375.0,55.0,3113363.0,0
Sï¿½ï¿½,Sï¿½ï¿½,Anuel AA,2021-11-18,45002.0,57.0,217898959.0,1
Bachke Bachke (feat. Yarah),Making Memories,Karan Aujla,2023-08-18,6899.0,61.0,78846057.0,0
Fed Up,ANTI-ICON,Ghostemane,2020-10-21,71843.0,64.0,128686770.0,1
Slide,Slide,H.E.R.,2019-09-27,50674.0,53.0,268061194.0,1
"Udd Jaa Kaale Kaava (From ""Gadar 2"")","Udd Jaa Kaale Kaava (From ""Gadar 2"") - Single",Udit Narayan,2023-06-29,392.0,,179686266.0,0
Be The One,Be The One,Eli Brown,2023-03-31,34283.0,67.0,9963983.0,0
Top 10 staTues tHat CriEd bloOd,POST HUMAN: NeX GEn,Bring Me The Horizon,2024-05-24,1675.0,73.0,35472.0,0
This City,Not a Hobby,Sam Fischer,2018-01-19,74321.0,63.0,26434293.0,0
Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,MC PH,2023-04-07,1502.0,65.0,127960114.0,1
Last Time I Saw You,Last Time I Saw You,Nicki Minaj,2023-09-01,1249.0,,15485803.0,0
Precision,Precision,Big Sean,2024-03-22,2152.0,,1937815.0,1
Did Me Wrong,B4 BOA - Single,A Boogie Wit da Hoodie,2023-09-08,13096.0,,10840662.0,1
Cry No More (feat. Tay Keith),Cry No More (feat. Tay Keith),Headie One,2024-04-19,3148.0,,3889395.0,1
ıııııııııııııııııııııııııııııııııııııııııııııııııııııııııııı (Fade),ıııııııııııııııııııııııııııııııııııııııııııııııııııııııııııı (Fade) - Single,Jeff Satur,2022-09-23,6516.0,52.0,267216988.0,0
Get Back,Meet The Woo 2,Pop Smoke,2020-02-07,123588.0,64.0,45164581.0,1
Panic Room,Panic Room,Au/Ra,2018-02-09,5416.0,63.0,183409458.0,0
DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ MANIKCI REMIX,2022-08-16,1599.0,,,0
2002,NOW That's What I Call Music! 100,Anne-Marie,2018-07-20,116.0,,1074810575.0,0
Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ruï¿½ï,Dayvi,2018-12-28,76682.0,62.0,301418451.0,0
Problemas de um Milionï¿½ï¿,Problemas de um Milionï¿½ï¿,WIU,2024-04-10,3323.0,74.0,11039801.0,1
Noticed,Noticed,Lil Mosey,2018-07-20,114135.0,65.0,348078879.0,1
Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,2018-05-11,165691.0,70.0,168225696.0,1
Happy Birthday,Happy Birthday,Jovanie,2019-03-22,449.0,3.0,1855597.0,0
The Greatest,The Greatest,Sia,2016-01-01,66668.0,62.0,864787930.0,0
Ignite,Ignite,Alan Walker,2018-05-11,61901.0,64.0,669877400.0,0
Sharing Locations (feat. Lil Baby & Lil Durk),Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,2021-08-27,71478.0,53.0,74993454.0,1
Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Tuï¿½ï¿½ï¿½n,2023-09-21,408.0,,58299522.0,0
Vette Motors,Vette Motors - Single,YoungBoy Never Broke Again,2022-06-10,16202.0,19.0,88959234.0,1
Only Fine Girl,Only Fine Girl - Single,Spyro,2023-09-29,513.0,,2189347.0,0
EVIL EMPIRE,YOUNG GENIUS,Lil Mabu,2024-04-05,765.0,,25736622.0,1
Overwhelmed,Overwhelmed,Royal & the Serpent,2020-06-26,49325.0,62.0,14575452.0,0
Good as Hell,Good As Hell,Lizzo,2016-03-09,76581.0,66.0,275081528.0,0
Caroline,Caroline,Aminï¿,2016-03-09,121158.0,64.0,71245011.0,1
Mon ami,Mon ami,Tiesco le sultan,2023-10-10,3.0,,,1
Zombie Dance with New DB Heroes,Mummy Dance with Family,D Billions,2023-12-08,4.0,,98338088.0,0
Adictiva,Adictiva,Daddy Yankee,2018-11-09,50261.0,62.0,587689921.0,0
Kitsch,Kitsch,IVE,2023-03-27,1254.0,64.0,136400964.0,0
Rewrite The Stars,Rewrite The Stars,Zac Efron,2017-11-17,8952.0,67.0,300627390.0,0
Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,2022-08-01,37204.0,74.0,35777367.0,0
Enchanted (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,23393.0,75.0,,0
GUCCI LOS PAï¿½ï,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-24,8049.0,67.0,136014507.0,1
Legends Never Die,Legends Never Die (feat. Against The Current),League of Legends,2017-09-15,93643.0,70.0,529533138.0,0
BLEED,BLEED - Single,The Kid LAROI,2023-11-03,16789.0,,4641915.0,0
IDGAF,IDGAF,Lucixn,2023-02-13,1.0,,,1
Michi Teyu Ku (Overflowing),ııııııııııııııı,Fujii Kaze,2024-03-14,1766.0,69.0,30645137.0,0
Desde Esa Noche,Desde Esa Noche,Thalia,2016-01-29,25025.0,59.0,1326260675.0,0
SOS (feat. Aloe Blacc),SOS (feat. Aloe Blacc),Avicii,2019-04-10,99429.0,66.0,155980021.0,0
Pulsar Bike,Dhamaka (Original Motion Picture Soundtrack) - EP,Bheems Ceciroleo,2023-01-07,1308.0,27.0,252467125.0,0
FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,2020-09-25,79755.0,63.0,179207995.0,1
Kya Baat Ay,Kya Baat Ay,Harrdy Sandhu,2018-09-24,10885.0,60.0,743095293.0,0
Do not touch,Do not touch,MISAMO,2023-07-14,826.0,57.0,117612168.0,0
PERSIAN RUGS,PARTYPACK,PARTYNEXTDOOR,2020-10-16,35421.0,65.0,14448833.0,1
Romeo Juliet - Title Song,Romeo Vs Juliet (Original Motion Picture Soundtrack) - EP,Akassh,2024-03-12,13.0,,48633119.0,0
Ambition For Cash,Ambition For Cash,Key Glock,2021-10-01,79303.0,70.0,29058447.0,1
En Peligro de Extinciï¿½,En Peligro De Extinciï¿½,La Adictiva,2018-05-13,20307.0,65.0,811416034.0,0
Besito,Besito,Soy Pau,2023-07-08,458.0,50.0,114811395.0,0
ıııııı,ıııııı,ıııııııııııı,2024-01-05,412.0,70.0,50822146.0,0
Be Kind (with Halsey),Manic,Marshmello,2020-01-17,67417.0,67.0,148754253.0,0
I GOT YOU,I GOT YOU,TWICE,2024-02-02,35.0,13.0,40744351.0,0
Zukunft Pink (feat. Inï¿½ï,Zukunft Pink (feat. Inï¿½ï¿½z) - Si,Peter Fox,2022-10-20,43947.0,58.0,33686131.0,1
CCC,CCC,Michelle Maciel,2023-05-05,15475.0,67.0,78474072.0,0
Dime,Dime,El Malilla,2024-04-15,1248.0,75.0,17561285.0,0
Do you like yogurt,Do you like yogurt - Single,Pierce,2023-03-03,3.0,1.0,251812286.0,0
Electric Love,Candy,Bï¿½ï¿,2014-11-10,190953.0,75.0,271796914.0,0
MR. OCTOBER,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,16712.0,,28849994.0,1
I Can Fix Him (No Really I Can),THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,2336.0,,3354991.0,0
Kï¿½ï¿½,Kï¿½ï¿½,Mabel Matiz,2024-05-10,648.0,70.0,10890264.0,0
Jee Ni Lagda,Making Memories,Karan Aujla,2023-08-18,7404.0,62.0,77968183.0,0
Sudden Shower,"Lovely Runner, Pt. 1 (Original Soundtrack)",Eclipse,2024-04-08,1093.0,75.0,20524343.0,0
Nira Ishq,Nira Ishq,Guri,2019-02-21,5921.0,61.0,531503711.0,0
lo que hay x aquï¿,lo que hay x aquï¿,Rels B,2023-03-10,28508.0,73.0,57156070.0,0
Los Cachos,Los Cachos - Single,Piso 21,2022-07-08,27199.0,63.0,158004846.0,0
Jugnu,Jugnu,Badshah,2021-10-26,11105.0,61.0,402093763.0,0
NADIE SABE,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,16215.0,,31617320.0,1
nE !?,#1 - EP,Lvbel C5,2024-04-12,1698.0,71.0,16676082.0,0
Graduation (with Juice WRLD),Graduation (with Juice WRLD),benny blanco,2019-08-30,63452.0,58.0,79428378.0,1
Fim de Semana no Rio,Fim de Semana no Rio,Teto,2022-03-30,32542.0,61.0,228106838.0,1
Best Time,Larger Than Life,Brent Faiyaz,2023-10-27,17828.0,,3195354.0,1
Hot N*gga,Hot N*gga,Bobby Shmurda,2014-07-25,122568.0,64.0,1058207974.0,1
No Sufrirï¿½ï¿½ por Nadie - R,No Sufrirï¿½ï¿½ por Nadie (Re,Joaquin Guiller,2023-03-03,2537.0,50.0,159688005.0,0
For Tonight,For Tonight,Giveon,2021-09-24,4633.0,59.0,68379159.0,0
Barely Holdin' On,Barely Holdin' On,Polo G,2023-08-18,22225.0,59.0,17029916.0,1
Lihim,Lihim,Arthur Miguel,2023-07-28,4215.0,65.0,19337973.0,0
Shake It Off (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,10228.0,,9538075.0,0
DICE AND ROLL,DICE AND ROLL,Odetari,2024-03-20,2998.0,,1039710.0,1
Clara Bow,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,2267.0,,3279453.0,0
Witchy (feat. Childish Gambino),TIMELESS,KAYTRANADA,2024-06-07,683.0,,438239.0,1
Quiï¿½ï¿½reme Mientras Se P,Quiï¿½ï¿½reme Mientras Se P,Manuel Turizo,2020-05-01,38826.0,66.0,347013964.0,0
About Damn Time,Special,Lizzo,2022-07-15,22663.0,64.0,,1
0800 HEAVEN,0800 HEAVEN - Single,Nathan Dawe,2023-06-09,14429.0,61.0,15853723.0,0
Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Rauw Alejandro,2020-03-26,57496.0,63.0,378728492.0,0
Hallelujah,A Pentatonix Christmas,Pentatonix,2016-10-21,47499.0,55.0,757432448.0,0
You can't control my heart,Missing,Kurochuu,2024-06-09,2.0,1.0,,0
March Madness,56 Nights,Future,2015-03-21,46212.0,61.0,64115813.0,1
Never Gonna Not Dance Again,Never Gonna Not Dance Again - Single,P!nk,2022-11-03,1991.0,40.0,,0
Que Calor (with J Balvin & El Alfa),Major Lazer Essentials,Major Lazer,2018-10-19,78546.0,59.0,235890905.0,0
Make No Sense,AI YoungBoy 2,YoungBoy Never Broke Again,2019-10-11,117843.0,69.0,122850735.0,1
STARGAZING,ASTROWORLD,Travis Scott,2018-08-03,140977.0,70.0,211251366.0,1
WTFYM,WE DON'T TRUST YOU,Future,2024-03-22,5834.0,,2341216.0,1
All My Life,All My Life,Falling In Reverse,2024-06-06,471.0,65.0,,1
Munch (Feelinï¿½ï¿½,Munch (Feelinï¿½ï¿½ï¿½ U) -,Ice Spice,2022-08-10,35905.0,60.0,62093393.0,1
If You Want Love,Perception,NF,2017-10-06,78449.0,65.0,308466086.0,0
Humpty Dumpty,Fusion In The City,Lo Greco Bros,2022-07-22,4.0,,354682832.0,0
Revenge,17,XXXTENTACION,2017-08-25,184465.0,81.0,910676.0,1
Savage Love,The Bboy Hoppers Dance Videos,Jason Derulo,2020-05-05,8.0,,797581325.0,0
White Iverson,White Iverson,Post Malone,2013-06-13,158507.0,70.0,40791444.0,1
Hola - Remix,Hola (Remix),Dalex,2019-11-01,87957.0,64.0,258358932.0,0
The Black Dog,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,2325.0,,4458555.0,1
Say Something (feat. Chris Stapleton),Say Something,Justin Timberlake,2018-01-25,60774.0,64.0,468137682.0,0
Hoa Cï¿½ï¿½ï,Hoa Cï¿½ï¿½ï,Phong Max,2023-04-25,962.0,41.0,76086431.0,0
I Know,I Know,Kanii,2023-03-10,15725.0,54.0,48845907.0,1
lost souls,The Melodic Blue,Baby Keem,2021-09-22,7918.0,64.0,25049879.0,1
Don't You Know,Don't You Know,Crosby St. Models,2022-08-12,1.0,,357790871.0,0
Hold Me Closer,Diamonds (Deluxe),Elton John,2017-11-10,61255.0,68.0,63905136.0,0
Se Joga no Passinho,Se Joga no Passinho,Brisa Star,2021-06-18,13672.0,50.0,381825698.0,0
Girls,Girls - The 2nd Mini Album,aespa,2022-07-08,11617.0,62.0,267348363.0,0
Classic,MKTO,MKTO,2012-01-01,17298.0,78.0,343526777.0,0
The Last Goodbye (feat. Bettye LaVette),The Last Goodbye (feat. Bettye LaVette) - Single,ODESZA,2022-02-08,65839.0,58.0,35159391.0,0
The Weekend,Ctrl,SZA,2017-06-09,71149.0,70.0,366197654.0,1
Overloading (OVERDOSE),"Overdose (feat. LADIPOE, Magixx & Boy Spyce) - Single",Mavins,2022-05-13,18165.0,53.0,12161436.0,0
shipping,Follow Your Nature,great area,2022-12-15,259.0,25.0,276105789.0,0
Stole the Show,Stole the Show,Kygo,2015-03-23,131842.0,70.0,530786123.0,0
Mood - Remix,Mood (Remix),Zero Two,2021-06-09,3742.0,,,0
Chasing After You (with Maren Morris),Chasing After You (with Maren Morris),Ryan Hurd,2021-02-12,22915.0,56.0,61690062.0,0
Kini Ecko Pergi Meninggalkanku,Kini Ecko Pergi Meninggalkanku,Ecko Show,2022-10-06,487.0,29.0,45732371.0,0
LOOOVE (feat. Kid Cudi),UTOPIA,Travis Scott,2023-07-28,32141.0,63.0,2630153.0,1
Oddara (feat. Mercedes Salinas),Oddara,Overcast,2022-07-10,,,376956912.0,0
10 Freaky Girls (with 21 Savage),NOT ALL HEROES WEAR CAPES,Metro Boomin,2018-11-02,16454.0,71.0,93297998.0,1
Bahagiaku Sederhana,Bahagiaku Sederhana,Jamik Jams,2021-10-21,59.0,21.0,132812.0,0
"Paint It, Black",Forty Licks,The Rolling Stones,2023-07-26,28.0,,,0
Beautiful People (Stay High),Beautiful People (Stay High),The Black Keys,2024-01-12,3009.0,,3396529.0,0
UNA CERVEZA,Pa las Baby's Y Belikeada,Fuerza Regida,2023-10-20,8225.0,79.0,36524769.0,1
Down With Me,Down With Me,Lil Tecca,2024-01-04,14158.0,,4790924.0,1
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,2021-10-22,32179.0,63.0,256030564.0,1
Pink Friday Girls,Pink Friday 2,Nicki Minaj,2023-12-08,9844.0,,8224997.0,1
Teresa & Maria,Teresa & Maria,alyona alyona,2024-01-11,2862.0,73.0,48986579.0,0
Conversations,Legends Never Die,Juice WRLD,2020-07-10,93838.0,68.0,151055875.0,1
Rake It Up,Rake It Up,Yo Gotti,2017-06-23,47875.0,58.0,347981506.0,1
De Vuelta Pa' La Vuelta,De Vuelta Pa' La Vuelta,Daddy Yankee,2020-12-10,23301.0,62.0,426336235.0,0
Sunshine,Sunshine,OneRepublic,2021-11-10,59377.0,73.0,21063557.0,0
Walk,Walk/Spin,Kodak Black,2022-09-16,33941.0,54.0,34075392.0,1
9 bis 9,9 bis 9,SIRA,2023-05-05,34675.0,66.0,1812251.0,0
Versace on the Floor,24K Magic,Bruno Mars,2016-11-17,64011.0,72.0,733721686.0,0
Bailando,Bailandome,El Jordan 23,2022-02-10,24359.0,61.0,266765542.0,0
Runaway (U & I) [Dance],"This Is MELON, Vol. 1 (Dance)",MELON,2023-02-24,3124.0,42.0,212073431.0,0
Hasta la Miel Amarga (feat. Grupo Firme),Hasta la Miel Amarga (En Vivo),"Luis Angel ""El Flaco""",2020-05-01,14849.0,41.0,588981015.0,0
Love Me Like This,expï¿½ï¿½rgo,NMIXX,2023-03-21,9999.0,64.0,153565263.0,0
Buss It,Buss It,Erica Banks,2020-05-15,32202.0,53.0,114367853.0,1
Five Nights at Freddy's,Five Nights at Freddy's (Original Motion Picture Soundtrack),The Newton Brothers,2023-10-27,585.0,,23346903.0,0
BODYGUARD,COWBOY CARTER,Beyoncï¿,2024-03-29,4391.0,,5216744.0,1
Matte Black,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,2022-07-29,45505.0,69.0,82186979.0,1
Animals,Animals - Single,Martin Garrix,2013-01-01,67911.0,61.0,62878984.0,1
"Akh Lad Jaave (From ""Loveyatri"")","Akh Lad Jaave (From ""Loveyatri"")",Badshah,2018-08-23,10461.0,55.0,966173774.0,0
Uhaw,Uhaw,Dilaw,2022-11-18,5084.0,54.0,9151739.0,0
FRIKI,FRIKI,Feid,2021-12-10,28166.0,71.0,230466044.0,0
GOAT,Goat - Single,Number_i,2024-01-01,762.0,66.0,68873278.0,0
Bondade de Deus,Bondade de Deus,Isaias Saad,2022-02-21,1591.0,63.0,237180411.0,0
Let The Light In (feat. Father John Misty),Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,2023-03-10,33016.0,75.0,21619.0,0
NINNIN JACK,DEPARTURE,IMP.,2024-05-29,23.0,,8963678.0,0
Love 119,Love 119,RIIZE,2024-01-05,2509.0,59.0,56771181.0,0
Jar of Hearts,jar of hearts,Christina Perri,2010-07-27,65494.0,65.0,562197656.0,0
UP,UP,INNA,2021-10-29,7611.0,49.0,105583094.0,0
Gotta Move On (feat. Bryson Tiller),The Love Album: Off the Grid (Extended),Diddy,2023-09-20,309.0,,2181868.0,0
Chasing Game,Various Worldwide IV,Nick Hanzo,2022-07-01,1.0,,377233092.0,0
LOS APARATOS,LOS APARATOS,El Alfa,2022-08-03,30579.0,65.0,153725209.0,0
ııQuıı Nos Pasıı?,ııQuıı Nos Pasıı? - Single,Anuel AA,2022-05-26,31668.0,68.0,187450025.0,1
I Won't Give Up,Chï¿½ï¿½rie Summer,Jason Mraz,2012-01-01,91617.0,62.0,21096118.0,0
I GUESS I'M IN LOVE,I GUESS I'M IN LOVE,Clinton Kane,2021-08-20,75352.0,63.0,27881902.0,0
Tapï¿½ï¿½o Na,Som No Talo,Raï¿½ï¿½ Saia Ro,2021-01-22,21913.0,53.0,452999889.0,0
Angry,Angry,The Rolling Stones,2023-09-06,10629.0,,31460860.0,0
SWEET / I THOUGHT YOU WANTED TO DANCE,CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,93761.0,69.0,36399833.0,1
Yes I'm A Mess,Yes I'm A Mess,AJR,2023-09-29,6918.0,,13505487.0,1
Try,NRJ Hit List 2012 Vol 2,P!nk,2012-01-01,94974.0,74.0,990716604.0,0
Saiyaan Ji,Saiyaan Ji,Yo Yo Honey Singh,2021-01-27,5646.0,48.0,585353915.0,0
VVS Switch,VVS Switch,Pressure 9X19,2023-10-10,5241.0,,68122505.0,1
Can I Call You Tonight?,Can I Call You Tonight?,Dayglow,2018-01-26,158639.0,71.0,207640042.0,0
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,1987-07-21,295491.0,80.0,2007460784.0,1
DISPO,DISPO,KAROL G,2023-08-10,117.0,68.0,70427226.0,1
Obsessed,Obsessed,Riar Saab,2022-09-29,18781.0,64.0,167537164.0,0
Here We Go (Uh Oh),Here We Go (Uh Oh),Coco Jones,2024-05-03,675.0,,30547.0,0
Madrid City,Madrid City,Ana Mena,2023-09-29,8481.0,,30204546.0,0
Bring It on Home to Me,Soul Essentials : Chill With the Legendary Voices of Soul Music,Sam Cooke,2024-03-28,2.0,,,0
Ropa Cara,Ropa Cara,Camilo,2021-01-18,19981.0,50.0,315331221.0,0
Straightenin,Straightenin,Migos,2021-05-14,61959.0,51.0,158341543.0,1
Percherï¿½,Las Canciones De La Granja De Zenï¿½ï¿½n Vo,El Reino Infantil,2016-11-17,1581.0,49.0,1267939965.0,0
Bring Me To Life,Fallen,Evanescence,2003-01-01,229491.0,79.0,1380253721.0,0
Espectacular,Espectacular - Single,Sky Rompiendo,2024-04-18,3415.0,,4214564.0,0
Me Gusta,Me Gusta,Shakira,2020-01-13,49237.0,61.0,392297415.0,0
Middle,Middle,DJ Snake,2015-10-16,136601.0,70.0,43143589.0,0
Ron Artest,Ron Artest,Babyface Ray,2023-02-08,28846.0,65.0,17655608.0,1
El Patito Juan,La Hormiguita Hippie,Biper Y Sus Amigos,2004-10-24,304.0,54.0,2970122390.0,0
Different 'Round Here,Different 'Round Here,Riley Green,2023-05-11,9014.0,60.0,,0
Jumpshot,Sunday,Dawin,2016-07-29,8334.0,45.0,92840225.0,0
Mockingbird,Encore (Deluxe),Eminem,2004-11-12,293385.0,82.0,244059770.0,1
Drift Night,Drift Night,Alfianie,2022-07-30,137.0,29.0,,0
Asesina,Asesina,Brytiago,2018-05-01,33711.0,62.0,712253277.0,1
Jennifer's Body,A Great Chaos,Ken Carson,2023-10-13,24166.0,,,1
In Da Club,Q-music Top 500 Van Deze Eeuw - 2011,50 Cent,2011-08-26,11.0,,2248807705.0,0
bread & butter,bread & butter - Single,Gunna,2023-06-02,29986.0,54.0,30556463.0,1
ıııııııııııı,ıııııııııııı,Aimer,2021-12-06,34276.0,63.0,250190214.0,0
Smile (with The Weeknd),Legends Never Die,Juice WRLD,2020-07-10,92879.0,62.0,130269657.0,1
XXL,EL CHAVO,UZI,2022-09-09,13324.0,58.0,246582532.0,1
Yes or No,GOLDEN,Jung Kook,2023-11-03,7556.0,,46061623.0,0
Entrapreneur,Entrapreneur,Central Cee,2023-12-21,13873.0,,13933188.0,1
Show Me How,Show Me How - Single,Men I Trust,2018-02-28,145278.0,20.0,91890599.0,0
Pour It Up,Unapologetic (Edited Version),Rihanna,2012-01-01,59548.0,64.0,498382704.0,1
